trial,fold,elapsed_time_sec,elapsed_time_hms,param_count,best_epoch,train_loss,val_loss,score,n_layers,learning_rate,batch_size,epochs,units_layer_1,units_layer_2,units_layer_3,units_layer_4,units_layer_5
134,4,910.5495200157166,00:15:10,124373,1296,0.004727794788777828,0.007520520128309727,2.971372008403616,3,0.00039571604550925024,58,1475,248,155,171,190
135,4,1307.0192415714264,00:21:47,107288,1342,0.004860680550336838,0.00772882392629981,2.9757099927915744,3,0.0004297008709990746,37,1450,256,140,146,160
136,4,946.1927154064178,00:15:46,133010,1386,0.00462840311229229,0.007591445930302143,3.003462534627233,3,0.0003647865100162947,52,1391,244,230,176,58
137,4,1209.708067893982,00:20:09,106844,1380,0.004932485520839691,0.0076457429677248,2.9829968734840353,3,0.00021068225392620682,43,1500,250,114,160,206
138,4,458.2687690258026,00:07:38,194587,1347,0.004831558559089899,0.007597166113555431,3.197356355167617,3,0.0002762092544483194,148,1427,240,256,217,236
139,4,1533.3518574237823,00:25:33,114662,1276,0.006090980488806963,0.008654083125293255,3.17884886988883,3,0.0012403567258851879,32,1308,252,125,166,211
140,4,473.0832026004791,00:07:53,82219,1347,0.0055624814704060555,0.007873469963669777,3.0576760200320763,2,0.00044088520521260794,137,1458,246,145,139
141,4,432.12994718551636,00:07:12,115115,1300,0.005503499414771795,0.008222497068345547,3.107756226360829,3,0.00030324430945964995,166,1395,242,137,151,231
142,4,913.7953042984009,00:15:13,122507,1405,0.005012760404497385,0.0077105434611439705,3.0874711856496537,3,0.00016508544061308487,59,1473,251,129,171,238
143,4,1219.6334636211395,00:20:19,109213,1389,0.00523480074480176,0.007915282621979713,3.0455477918933687,3,0.00014050624194380642,41,1446,247,127,158,196
144,4,744.0600848197937,00:12:24,134479,1387,0.005352518055588007,0.00764777697622776,3.0076691668142894,3,0.000126259681129338,71,1413,256,132,194,243
145,4,828.6651508808136,00:13:48,167880,1418,0.004819838330149651,0.007593335583806038,3.051950280862746,3,0.00014890685008437805,66,1482,237,244,169,253
146,4,938.8500418663025,00:15:38,132872,1249,0.004979448392987251,0.007499265018850565,2.962657385130113,3,0.0001966481309748207,51,1354,249,152,181,223
147,4,448.47493076324463,00:07:28,117171,1411,0.005595922935754061,0.008275799453258514,3.6530597389681607,3,0.0002282292676495353,154,1454,231,123,172,246
148,4,855.6452615261078,00:14:15,118472,1419,0.004751589149236679,0.007684907875955105,2.9876248820745053,3,0.00034679547246858574,61,1430,241,117,186,227
149,4,1440.648111820221,00:24:00,191409,1285,0.005128140561282635,0.007805902976542711,2.972985836287056,4,0.00010956285154892344,35,1375,252,238,156,237,126
